,Année_construction,Logement,Coût_chauffage,Surface_habitable_logement,Etiquette_DPE,Periode_construction,Coût_total_5_usages,Code_postal_(BAN),Adresse_(BAN)
3566,1995.0,ancien,390.0,22.7,F,1991 - 2000,663.0,69008.0,8 Rue de l'Epargne 69008 Lyon
3567,1981.0,ancien,665.6,72.0,E,1981 - 1990,1508.0,69008.0,1 Rue de Champagneux 69008 Lyon
3569,1934.0,ancien,425.0,38.0,D,Avant 1960,668.0,69008.0,25 Rue des Serpollières 69008 Lyon
3570,2014.0,ancien,421.1,70.3,C,Après 2010,756.3,69008.0,22 Rue des Alouettes 69008 Lyon
3573,2007.0,ancien,440.0,61.6,C,2001 - 2010,816.0,69008.0,6 Rue de l'Eternité 69008 Lyon
3574,2006.0,ancien,794.3,87.1,D,2001 - 2010,1283.6,69008.0,49 Rue de Montagny 69008 Lyon
3575,1981.0,ancien,760.9,83.0,E,1981 - 1990,1662.6,69008.0,1 Rue de Champagneux 69008 Lyon
3576,1981.0,ancien,663.1,72.0,E,1981 - 1990,1505.5,69008.0,1 Rue de Champagneux 69008 Lyon
3577,1991.0,ancien,683.8,69.7,D,1991 - 2000,1154.7,69008.0,35 Rue des Hérideaux 69008 Lyon
3578,1981.0,ancien,1077.8,85.0,E,1981 - 1990,1988.8,69008.0,1 Rue de Champagneux 69008 Lyon
3579,1981.0,ancien,1071.5,83.0,E,1981 - 1990,1971.9,69008.0,1 Rue de Champagneux 69008 Lyon
3580,1981.0,ancien,685.2,72.0,E,1981 - 1990,1527.6,69008.0,1 Rue de Champagneux 69008 Lyon
3581,1981.0,ancien,760.9,83.0,E,1981 - 1990,1662.6,69008.0,1 Rue de Champagneux 69008 Lyon
3583,1981.0,ancien,760.9,83.0,E,1981 - 1990,1662.6,69008.0,1 Rue de Champagneux 69008 Lyon
3588,1981.0,ancien,685.2,72.0,E,1981 - 1990,1527.6,69008.0,1 Rue de Champagneux 69008 Lyon
3589,1981.0,ancien,912.9,72.0,E,1981 - 1990,1755.2,69008.0,1 Rue de Champagneux 69008 Lyon
3590,1962.0,ancien,574.9,67.4,D,1961 - 1970,875.9,69008.0,36 Rue des Alouettes 69008 Lyon
3592,2008.0,ancien,225.6,49.7,C,2001 - 2010,674.7,69008.0,7 Rue de l'Eternité 69008 Lyon
3593,2006.0,ancien,660.0,61.5,D,2001 - 2010,1035.0,69008.0,26 Rue des Hérideaux 69008 Lyon
3594,2013.0,ancien,413.7,57.6,C,Après 2010,675.6,69008.0,204 Route de Vienne 69008 Lyon
3595,1981.0,ancien,921.6,102.0,E,1981 - 1990,1925.9,69008.0,1 Rue de Champagneux 69008 Lyon
3596,2011.0,ancien,496.5,40.0,E,Après 2010,872.8,69008.0,16 Rue des Hérideaux 69008 Lyon
3598,2009.0,ancien,497.0,41.0,E,2001 - 2010,846.9,69008.0,1 Rue des Puiseurs 69008 Lyon
3599,2023.0,ancien,527.0,66.4,D,Après 2010,912.0,69008.0,168 Route de Vienne 69008 Lyon
3600,2023.0,ancien,565.0,52.7,D,Après 2010,897.0,69008.0,168 Route de Vienne 69008 Lyon
3601,2023.0,ancien,245.0,60.4,C,Après 2010,643.0,69008.0,168 Route de Vienne 69008 Lyon
3602,2023.0,ancien,314.0,63.4,C,Après 2010,711.0,69008.0,168 Route de Vienne 69008 Lyon
3603,2023.0,ancien,314.0,65.7,C,Après 2010,714.0,69008.0,174 Route de Vienne 69008 Lyon
3604,2023.0,ancien,268.0,47.3,C,Après 2010,611.0,69008.0,174 Route de Vienne 69008 Lyon
3605,2023.0,ancien,517.0,60.4,D,Après 2010,891.0,69008.0,168 Route de Vienne 69008 Lyon
3606,2023.0,ancien,418.0,60.8,C,Après 2010,799.0,69008.0,168 Route de Vienne 69008 Lyon
3607,2023.0,ancien,272.0,64.0,C,Après 2010,673.0,69008.0,174 Route de Vienne 69008 Lyon
3608,2023.0,ancien,319.0,64.6,C,Après 2010,716.0,69008.0,168 Route de Vienne 69008 Lyon
3609,2023.0,ancien,305.0,64.0,C,Après 2010,703.0,69008.0,168 Route de Vienne 69008 Lyon
3610,1961.0,ancien,722.0,59.0,E,1961 - 1970,1168.0,69008.0,21 Rue de Narvik 69008 Lyon
3611,2023.0,ancien,421.0,50.9,D,Après 2010,759.0,69008.0,168 Route de Vienne 69008 Lyon
3612,2023.0,ancien,464.0,49.9,D,Après 2010,797.0,69008.0,168 Route de Vienne 69008 Lyon
3613,2023.0,ancien,558.0,75.4,C,Après 2010,934.0,69008.0,168 Route de Vienne 69008 Lyon
3614,2023.0,ancien,460.0,63.3,C,Après 2010,843.0,69008.0,168 Route de Vienne 69008 Lyon
3615,2023.0,ancien,174.0,60.2,C,Après 2010,582.0,69008.0,168 Route de Vienne 69008 Lyon
3616,2023.0,ancien,220.0,58.0,C,Après 2010,616.0,69008.0,168 Route de Vienne 69008 Lyon
3617,2023.0,ancien,558.0,66.9,D,Après 2010,943.0,69008.0,168 Route de Vienne 69008 Lyon
3618,2023.0,ancien,625.0,72.0,D,Après 2010,1017.0,69008.0,174 Route de Vienne 69008 Lyon
3619,2023.0,ancien,679.0,63.0,D,Après 2010,1051.0,69008.0,168 Route de Vienne 69008 Lyon
3620,2023.0,ancien,117.0,61.9,B,Après 2010,538.0,69008.0,168 Route de Vienne 69008 Lyon
3621,2023.0,ancien,480.0,61.1,D,Après 2010,858.0,69008.0,168 Route de Vienne 69008 Lyon
3622,1961.0,ancien,663.0,59.0,E,1961 - 1970,1109.0,69008.0,21 Rue de Narvik 69008 Lyon
3623,2023.0,ancien,560.0,66.9,D,Après 2010,945.0,69008.0,168 Route de Vienne 69008 Lyon
3624,2023.0,ancien,480.0,56.8,D,Après 2010,850.0,69008.0,168 Route de Vienne 69008 Lyon
3625,2023.0,ancien,615.0,72.7,D,Après 2010,1008.0,69008.0,168 Route de Vienne 69008 Lyon
3626,2023.0,ancien,257.0,58.2,C,Après 2010,649.0,69008.0,168 Route de Vienne 69008 Lyon
3627,1961.0,ancien,289.0,45.0,D,1961 - 1970,770.0,69008.0,19 Rue de Narvik 69008 Lyon
3628,2016.0,ancien,44.0,36.1,C,Après 2010,207.0,69008.0,1 Place Julie Daubié 69008 Lyon
3633,2003.0,ancien,343.7,65.5,C,2001 - 2010,736.9,69008.0,40 Rue Henri Barbusse 69008 Lyon
3635,2013.0,ancien,23.1,26.7,B,Après 2010,189.0,69008.0,25 Rue Jacqueline Auriol 69008 Lyon
3638,2014.0,ancien,263.0,62.6,C,Après 2010,444.5,69008.0,40 Rue Saint Romain 69008 Lyon
3639,1950.0,ancien,792.1,74.4,D,Avant 1960,1065.0,69008.0,3 Rue Saint Mathieu 69008 Lyon
3644,1948.0,ancien,223.0,21.0,D,Avant 1960,464.0,69008.0,20 Rue Antoine Dumont 69008 Lyon
3650,2010.0,ancien,61.4,17.9,D,2001 - 2010,404.9,69008.0,10 Rue Jacqueline Auriol 69008 Lyon
3653,2003.0,ancien,334.0,69.8,C,2001 - 2010,774.3,69008.0,76 Rue Saint Maurice 69008 Lyon
3654,1998.0,ancien,367.3,41.3,D,1991 - 2000,700.6,69008.0,38 Avenue Général Frère 69008 Lyon
3655,2009.0,ancien,568.3,66.0,D,2001 - 2010,1014.5,69008.0,30 Avenue Général Frère 69008 Lyon
3657,2009.0,ancien,76.1,18.3,D,2001 - 2010,402.9,69008.0,3 Rue Xavier Privas 69008 Lyon
3661,1990.0,ancien,531.1,47.4,E,1981 - 1990,944.8,69008.0,41 Rue Maryse Bastié 69008 Lyon
3665,2009.0,ancien,320.9,47.1,C,2001 - 2010,678.1,69008.0,8 Rue Jacqueline Auriol 69008 Lyon
3668,1982.0,ancien,734.4,91.2,D,1981 - 1990,1287.9,69008.0,135 Rue Challemel Lacour 69008 Lyon
3671,1970.0,ancien,623.6,53.1,D,1961 - 1970,920.2,69008.0,155 Avenue Paul Santy 69008 Lyon
3675,1995.0,ancien,112.1,20.2,D,1991 - 2000,437.1,69008.0,71 Rue Marius Berliet 69008 Lyon
3676,1996.0,ancien,397.0,40.0,D,1991 - 2000,747.0,69008.0,57 Rue Gabriel Sarrazin 69008 Lyon
3679,1994.0,ancien,163.4,28.3,D,1991 - 2000,513.2,69008.0,71 Rue Marius Berliet 69008 Lyon
3683,1954.0,ancien,1298.4,65.7,F,Avant 1960,1628.7,69008.0,1 Rue Hugues Guérin 69008 Lyon
3686,1970.0,ancien,1490.9,54.9,G,1961 - 1970,1872.6,69008.0,27 Rue Saint Mathieu 69008 Lyon
3693,2008.0,ancien,356.8,39.6,D,2001 - 2010,700.9,69008.0,16 Rue Professeur Ranvier 69008 Lyon
3694,1989.0,ancien,693.0,71.5,D,1981 - 1990,1153.0,69008.0,54 Rue Saint Mathieu 69008 Lyon
3698,1990.0,ancien,421.0,53.9,D,1981 - 1990,868.3,69008.0,21 Rue Président Krüger 69008 Lyon
3699,1986.0,ancien,478.0,55.6,D,1981 - 1990,890.0,69008.0,14 Rue Antoine Lumière 69008 Lyon
3700,1948.0,ancien,721.9,40.2,E,Avant 1960,980.2,69008.0,16 Rue Gabriel Sarrazin 69008 Lyon
3702,1997.0,ancien,1514.9,105.4,E,1991 - 2000,2035.4,69008.0,10 Rue Maryse Bastié 69008 Lyon
3705,2012.0,ancien,454.0,58.1,D,Après 2010,873.0,69008.0,6 Rue Joseph Chapelle 69008 Lyon
3706,1970.0,ancien,352.0,20.0,E,1961 - 1970,554.0,69008.0,11 Rue Laurent Carle 69008 Lyon
3708,1994.0,ancien,125.1,21.6,D,1991 - 2000,434.8,69008.0,71 Rue Marius Berliet 69008 Lyon
3718,1999.0,ancien,383.7,63.2,C,1991 - 2000,790.9,69008.0,44 Rue Gabriel Sarrazin 69008 Lyon
3719,1992.0,ancien,231.1,21.3,E,1991 - 2000,511.1,69008.0,14 Rue Paul Cazeneuve 69008 Lyon
3722,1970.0,ancien,630.0,53.7,D,1961 - 1970,970.0,69008.0,12 Rue Général André 69008 Lyon
3725,2009.0,ancien,79.8,21.0,D,2001 - 2010,413.9,69008.0,3 Rue Xavier Privas 69008 Lyon
3728,2000.0,ancien,256.6,49.5,C,1991 - 2000,695.0,69008.0,23 Rue Président Krüger 69008 Lyon
3730,1992.0,ancien,266.2,33.9,D,1991 - 2000,595.5,69008.0,58 Avenue Général Frère 69008 Lyon
3732,1993.0,ancien,54.0,10.3,E,1991 - 2000,351.0,69008.0,16 Rue Paul Cazeneuve 69008 Lyon
3733,1982.0,ancien,657.6,54.3,D,1981 - 1990,980.5,69008.0,52 Boulevard Jean XXIII 69008 Lyon
3736,2007.0,ancien,378.0,72.2,C,2001 - 2010,776.3,69008.0,136 Avenue Général Frère 69008 Lyon
3743,2007.0,ancien,423.0,72.8,C,2001 - 2010,914.0,69008.0,3 Rue Miriam Makeba 69008 Lyon
3745,1940.0,ancien,436.0,65.0,C,Avant 1960,887.0,69008.0,26bis Rue Paul Cazeneuve 69008 Lyon
3750,2010.0,ancien,299.9,45.8,D,2001 - 2010,699.5,69008.0,8 Rue Jacqueline Auriol 69008 Lyon
3755,2001.0,ancien,300.0,52.0,C,2001 - 2010,694.0,69008.0,76 Rue Saint Maurice 69008 Lyon
3757,2001.0,ancien,497.0,44.9,E,2001 - 2010,884.0,69008.0,5 Rue Saint Fulbert 69008 Lyon
3759,1990.0,ancien,462.8,35.0,E,1981 - 1990,777.6,69008.0,22 Rue Paul Cazeneuve 69008 Lyon
3766,1970.0,ancien,679.0,21.0,G,1961 - 1970,871.0,69008.0,76 Rue Pierre Delore 69008 Lyon
3769,1985.0,ancien,685.1,64.2,D,1981 - 1990,1100.7,69008.0,9 Rue Henri Pensier 69008 Lyon
3771,1900.0,ancien,739.3,19.8,G,Avant 1960,987.0,69008.0,7 Rue Henri Pensier 69008 Lyon
3773,1997.0,ancien,1524.1,109.5,E,1991 - 2000,2054.6,69008.0,10 Rue Maryse Bastié 69008 Lyon
3775,1993.0,ancien,72.0,21.2,D,1991 - 2000,441.0,69008.0,71 Rue Marius Berliet 69008 Lyon
3776,2008.0,ancien,219.0,45.2,C,2001 - 2010,604.0,69008.0,17 Avenue Paul Santy 69008 Lyon
3781,1996.0,ancien,781.4,51.0,E,1991 - 2000,1155.4,69008.0,40 Rue Antoine Lumière 69008 Lyon
3782,2009.0,ancien,65.3,18.4,D,2001 - 2010,380.5,69008.0,3 Rue Xavier Privas 69008 Lyon
3784,2010.0,ancien,405.0,66.5,C,2001 - 2010,830.0,69008.0,80 Rue Pierre Delore 69008 Lyon
3786,2011.0,ancien,399.0,36.7,D,Après 2010,721.0,69008.0,8 Rue Jacqueline Auriol 69008 Lyon
3788,2001.0,ancien,260.0,84.2,C,2001 - 2010,778.9,69008.0,7 Rue Auguste Pinton 69008 Lyon
3789,1994.0,ancien,163.7,17.7,E,1991 - 2000,452.6,69008.0,24 Rue Santos Dumont 69008 Lyon
3792,2004.0,ancien,518.1,39.3,E,2001 - 2010,860.8,69008.0,8bis Rue Hugues Guérin 69008 Lyon
3793,1957.0,ancien,1294.5,55.0,F,Avant 1960,1592.7,69008.0,115 Rue Professeur Beauvisage 69008 Lyon
3796,2011.0,ancien,214.0,44.6,C,Après 2010,576.2,69008.0,6 Rue Joseph Chapelle 69008 Lyon
3799,1999.0,ancien,487.3,47.2,D,1991 - 2000,904.1,69008.0,23 Rue Président Krüger 69008 Lyon
3801,1999.0,ancien,266.3,47.4,C,1991 - 2000,644.7,69008.0,44 Rue Gabriel Sarrazin 69008 Lyon
3802,1998.0,ancien,570.2,68.9,D,1991 - 2000,1019.8,69008.0,40bis Rue Antoine Lumière 69008 Lyon
3804,2014.0,ancien,196.0,18.9,E,Après 2010,485.0,69008.0,31 Avenue Jean Mermoz 69008 Lyon
3807,1970.0,ancien,337.7,27.9,E,1961 - 1970,529.8,69008.0,11 Rue Saint Hippolyte 69008 Lyon
3809,1981.0,ancien,645.5,49.5,D,1981 - 1990,1003.6,69008.0,12 Boulevard Ambroise Paré 69008 Lyon
3812,1999.0,ancien,518.9,72.0,C,1991 - 2000,897.5,69008.0,11bis Rue Henri Pensier 69008 Lyon
3815,1989.0,ancien,410.7,37.2,D,1981 - 1990,728.5,69008.0,37 Boulevard Jean XXIII 69008 Lyon
3816,2002.0,ancien,439.0,82.2,C,2001 - 2010,916.3,69008.0,37 Rue Saint Gervais 69008 Lyon
3817,2003.0,ancien,367.9,47.2,C,2001 - 2010,508.8,69008.0,40 Rue Henri Barbusse 69008 Lyon
3822,1948.0,ancien,1266.3,64.0,F,Avant 1960,1569.4,69008.0,10 Rue Santos Dumont 69008 Lyon
3824,2013.0,ancien,299.6,62.2,C,Après 2010,631.3,69008.0,19 Rue Edouard Nieuport 69008 Lyon
3825,1957.0,ancien,814.9,63.0,D,Avant 1960,1230.3,69008.0,12 Rue Saint Nestor 69008 Lyon
3827,2015.0,ancien,120.7,44.0,C,Après 2010,264.9,69008.0,52 Rue Saint Gervais 69008 Lyon
3830,2007.0,ancien,431.2,46.5,C,2001 - 2010,770.0,69008.0,77 Avenue Général Frère 69008 Lyon
3831,2017.0,ancien,691.5,102.7,C,Après 2010,985.0,69008.0,60 Rue Saint Gervais 69008 Lyon
3838,2016.0,ancien,78.8,41.0,C,Après 2010,394.4,69008.0,58 Rue Saint Gervais 69008 Lyon
3841,1992.0,ancien,246.1,47.0,D,1991 - 2000,488.6,69008.0,10 Rue Saint Fulbert 69008 Lyon
3844,2003.0,ancien,317.3,61.1,C,2001 - 2010,697.8,69008.0,40 Rue Henri Barbusse 69008 Lyon
3845,2003.0,ancien,359.4,65.5,C,2001 - 2010,749.4,69008.0,40 Rue Henri Barbusse 69008 Lyon
3846,1955.0,ancien,1642.8,92.8,E,Avant 1960,2165.3,69008.0,154 Cours Albert Thomas 69008 Lyon
3850,2013.0,ancien,69.0,40.6,C,Après 2010,371.0,69008.0,69 Rue Pierre Delore 69008 Lyon
3853,1934.0,ancien,974.0,38.0,F,Avant 1960,1245.0,69008.0,19 Rue Ludovic Arrachart 69008 Lyon
3856,2014.0,ancien,130.4,29.6,C,Après 2010,268.3,69008.0,9 Rue Miriam Makeba 69008 Lyon
3857,1966.0,ancien,476.0,88.1,C,1961 - 1970,944.0,69008.0,83 Rue Marius Berliet 69008 Lyon
3867,1962.0,ancien,298.2,35.3,D,1961 - 1970,687.7,69008.0,28 Cours Albert Thomas 69008 Lyon
3871,2015.0,ancien,120.7,44.0,C,Après 2010,264.9,69008.0,52 Rue Saint Gervais 69008 Lyon
3872,1970.0,ancien,1025.7,58.0,E,1961 - 1970,1417.0,69008.0,42 Rue Professeur Ranvier 69008 Lyon
3873,2003.0,ancien,828.7,82.9,D,2001 - 2010,1221.3,69008.0,40 Rue Henri Barbusse 69008 Lyon
3874,2012.0,ancien,61.4,42.2,C,Après 2010,267.1,69008.0,139 Rue Marius Berliet 69008 Lyon
3875,1960.0,ancien,1088.5,74.8,E,Avant 1960,1466.1,69008.0,6 Rue Santos Dumont 69008 Lyon
3876,1967.0,ancien,661.1,75.3,D,1961 - 1970,1132.6,69008.0,47 Rue Marius Berliet 69008 Lyon
3880,1991.0,ancien,540.5,50.9,D,1991 - 2000,914.6,69008.0,11 Rue Antoine Lumière 69008 Lyon
3886,1995.0,ancien,283.0,49.0,C,1991 - 2000,644.0,69008.0,32 Rue Antoine Lumière 69008 Lyon
3887,2013.0,ancien,234.5,53.1,C,Après 2010,564.0,69008.0,139 Rue Marius Berliet 69008 Lyon
3889,2017.0,ancien,356.8,58.1,C,Après 2010,650.3,69008.0,33 Rue Marius Berliet 69008 Lyon
3890,1970.0,ancien,166.5,15.3,E,1961 - 1970,264.4,69008.0,32 Cours Albert Thomas 69008 Lyon
3902,2012.0,ancien,195.3,30.5,C,Après 2010,472.0,69008.0,19 Rue Edouard Nieuport 69008 Lyon
3903,1964.0,ancien,229.5,40.0,C,1961 - 1970,569.0,69008.0,47 Avenue Jean Mermoz 69008 Lyon
3905,1992.0,ancien,240.5,47.0,D,1991 - 2000,483.0,69008.0,10 Rue Saint Fulbert 69008 Lyon
3907,1954.0,ancien,950.3,90.5,D,Avant 1960,1238.3,69008.0,28 Rue Paul Cazeneuve 69008 Lyon
3910,2016.0,ancien,96.0,62.7,C,Après 2010,347.0,69008.0,2 Place Marc Sangnier 69008 Lyon
3911,1960.0,ancien,767.0,61.5,D,Avant 1960,1146.0,69008.0,112 Cours Albert Thomas 69008 Lyon
3913,1960.0,ancien,1020.3,67.7,E,Avant 1960,1314.6,69008.0,144 Avenue Général Frère 69008 Lyon
3918,1958.0,ancien,1169.0,79.6,D,Avant 1960,1424.4,69008.0,158 Avenue Paul Santy 69008 Lyon
3923,1961.0,ancien,1448.0,92.9,E,1961 - 1970,1923.7,69008.0,26bis Rue Xavier Privas 69008 Lyon
3927,1900.0,ancien,1535.0,60.6,F,Avant 1960,1790.0,69008.0,22bis Rue Président Krüger 69008 Lyon
3931,1940.0,ancien,1122.0,82.9,D,Avant 1960,1420.0,69008.0,108 Cours Albert Thomas 69008 Lyon
3932,2013.0,ancien,40.6,24.9,C,Après 2010,181.1,69008.0,52 Rue Antoine Lumière 69008 Lyon
3941,2014.0,ancien,165.4,28.0,C,Après 2010,420.3,69008.0,3 Place Marc Sangnier 69008 Lyon
3943,2003.0,ancien,302.3,47.2,C,2001 - 2010,442.9,69008.0,40 Rue Henri Barbusse 69008 Lyon
3947,2006.0,ancien,476.2,62.8,C,2001 - 2010,851.6,69008.0,126 Rue Marius Berliet 69008 Lyon
3948,1957.0,ancien,628.7,53.1,D,Avant 1960,1081.6,69008.0,18 Rue Antoine Péricaud 69008 Lyon
3953,2003.0,ancien,302.3,47.2,C,2001 - 2010,442.9,69008.0,40 Rue Henri Barbusse 69008 Lyon
3955,1970.0,ancien,454.4,55.3,E,1961 - 1970,914.2,69008.0,77 Rue Philippe Fabia 69008 Lyon
3958,2017.0,ancien,79.2,38.0,C,Après 2010,236.5,69008.0,58 Rue Saint Gervais 69008 Lyon
3960,2012.0,ancien,66.7,24.8,C,Après 2010,200.3,69008.0,52 Rue Antoine Lumière 69008 Lyon
3962,2003.0,ancien,239.3,34.9,C,2001 - 2010,533.0,69008.0,40 Rue Henri Barbusse 69008 Lyon
3969,2012.0,ancien,59.7,40.4,C,Après 2010,294.6,69008.0,69 Rue Pierre Delore 69008 Lyon
3976,2003.0,ancien,446.6,61.1,C,2001 - 2010,810.3,69008.0,40 Rue Henri Barbusse 69008 Lyon
3977,2005.0,ancien,500.9,69.3,C,2001 - 2010,848.4,69008.0,49 Rue Saint Romain 69008 Lyon
3979,2015.0,ancien,72.5,44.0,C,Après 2010,215.1,69008.0,52 Rue Saint Gervais 69008 Lyon
3982,2006.0,ancien,260.6,75.5,B,2001 - 2010,569.3,69008.0,4 Rue Saint Romain 69008 Lyon
3989,2013.0,ancien,109.8,40.2,C,Après 2010,255.4,69008.0,139 Rue Marius Berliet 69008 Lyon
3993,2006.0,ancien,776.7,120.0,C,2001 - 2010,1477.7,69008.0,77 Avenue Général Frère 69008 Lyon
3994,1954.0,ancien,1736.4,70.0,F,Avant 1960,2024.7,69008.0,7 Avenue Paul Santy 69008 Lyon
3997,2013.0,ancien,86.7,44.6,D,Après 2010,472.3,69008.0,69 Rue Pierre Delore 69008 Lyon
3999,1959.0,ancien,597.0,42.0,E,Avant 1960,960.0,69008.0,22 Rue Professeur Tavernier 69008 Lyon
4000,1966.0,ancien,469.0,77.0,C,1961 - 1970,948.0,69008.0,154 Rue Professeur Beauvisage 69008 Lyon
4002,1959.0,ancien,821.0,53.0,E,Avant 1960,1241.0,69008.0,18 Rue Professeur Tavernier 69008 Lyon
4003,1965.0,ancien,939.7,73.6,D,1961 - 1970,1404.4,69008.0,47 Rue Marius Berliet 69008 Lyon
4007,1960.0,ancien,1017.2,66.8,E,Avant 1960,1310.1,69008.0,144 Avenue Général Frère 69008 Lyon
4008,2017.0,ancien,53.1,23.2,D,Après 2010,285.4,69008.0,56 Rue Saint Gervais 69008 Lyon
4011,2006.0,ancien,109.1,51.5,B,2001 - 2010,333.2,69008.0,4 Rue Saint Romain 69008 Lyon
4013,1949.0,ancien,456.0,41.0,D,Avant 1960,796.0,69008.0,71 Rue Pierre Delore 69008 Lyon
4015,1995.0,ancien,148.0,18.4,E,1991 - 2000,441.0,69008.0,24 Rue Santos Dumont 69008 Lyon
4019,2016.0,ancien,43.0,28.3,C,Après 2010,233.0,69008.0,66 Rue Marius Berliet 69008 Lyon
4025,1936.0,ancien,956.6,61.6,E,Avant 1960,1283.3,69008.0,23 Rue Général Gouraud 69008 Lyon
4026,1998.0,ancien,318.3,50.2,D,1991 - 2000,735.1,69008.0,42 Rue Gabriel Sarrazin 69008 Lyon
4032,2019.0,ancien,157.5,45.5,C,Après 2010,343.5,69008.0,108 Rue Marius Berliet 69008 Lyon
4034,2002.0,ancien,669.0,73.4,D,2001 - 2010,1084.0,69008.0,44 Avenue Paul Santy 69008 Lyon
4044,1957.0,ancien,862.7,55.0,E,Avant 1960,1111.0,69008.0,115 Rue Professeur Beauvisage 69008 Lyon
4046,1969.0,ancien,814.0,60.8,E,1961 - 1970,1349.0,69008.0,226 Avenue Paul Santy 69008 Lyon
4049,2017.0,ancien,87.4,23.2,C,Après 2010,209.7,69008.0,56 Rue Saint Gervais 69008 Lyon
4051,1969.0,ancien,581.7,57.1,D,1961 - 1970,1011.2,69008.0,238 Avenue Paul Santy 69008 Lyon
4055,2003.0,ancien,379.8,51.9,C,2001 - 2010,729.3,69008.0,40 Rue Henri Barbusse 69008 Lyon
4057,2013.0,ancien,81.9,61.3,C,Après 2010,292.1,69008.0,69 Rue Pierre Delore 69008 Lyon
4058,1984.0,ancien,815.0,84.9,D,1981 - 1990,1206.8,69008.0,121 Rue Challemel Lacour 69008 Lyon
4062,1998.0,ancien,689.9,66.9,D,1991 - 2000,1124.8,69008.0,40 Rue Antoine Lumière 69008 Lyon
4067,1967.0,ancien,659.6,103.9,C,1961 - 1970,1177.2,69008.0,242 Avenue Paul Santy 69008 Lyon
4068,1989.0,ancien,448.0,65.0,C,1981 - 1990,944.3,69008.0,39 Rue Maryse Bastié 69008 Lyon
4070,1959.0,ancien,752.0,48.0,E,Avant 1960,1172.0,69008.0,38 Rue Professeur Tavernier 69008 Lyon
4073,1993.0,ancien,372.0,67.9,C,1991 - 2000,751.0,69008.0,18 Rue Henri Pensier 69008 Lyon
4077,2003.0,ancien,587.7,90.2,C,2001 - 2010,1014.2,69008.0,40 Rue Henri Barbusse 69008 Lyon
4078,1960.0,ancien,1029.0,76.0,D,Avant 1960,1537.0,69008.0,105 Avenue Paul Santy 69008 Lyon
4079,1969.0,ancien,1118.3,92.0,E,1961 - 1970,1652.6,69008.0,31bis Rue Saint Nestor 69008 Lyon
4082,2012.0,ancien,194.0,59.0,C,Après 2010,565.0,69008.0,54 Rue Henri Barbusse 69008 Lyon
4084,1984.0,ancien,683.8,69.5,D,1981 - 1990,1111.6,69008.0,166 Rue Challemel Lacour 69008 Lyon
4086,1997.0,ancien,393.2,53.1,D,1991 - 2000,789.3,69008.0,19 Rue Auguste Pinton 69008 Lyon
4095,1983.0,ancien,568.1,34.4,E,1981 - 1990,896.1,69008.0,19 Rue Saint Maurice 69008 Lyon
4097,2017.0,ancien,229.9,40.6,C,Après 2010,481.9,69008.0,33 Rue Marius Berliet 69008 Lyon
4100,1982.0,ancien,618.0,70.7,C,1981 - 1990,1026.0,69008.0,23 Rue Saint Maurice 69008 Lyon
4101,1989.0,ancien,379.1,73.0,C,1981 - 1990,806.4,69008.0,13 Rue Maryse Bastié 69008 Lyon
4103,1996.0,ancien,540.2,70.0,C,1991 - 2000,957.5,69008.0,32 Rue Antoine Lumière 69008 Lyon
4104,1996.0,ancien,587.9,68.0,D,1991 - 2000,1096.3,69008.0,40 Rue Antoine Lumière 69008 Lyon
4108,2000.0,ancien,947.2,63.0,E,1991 - 2000,1381.6,69008.0,4 Place Julien Duret 69008 Lyon
4109,1995.0,ancien,122.1,18.4,E,1991 - 2000,436.4,69008.0,24 Rue Santos Dumont 69008 Lyon
4111,1998.0,ancien,399.9,69.5,C,1991 - 2000,912.9,69008.0,50 Rue Saint Romain 69008 Lyon
4113,1985.0,ancien,263.6,33.0,D,1981 - 1990,633.0,69008.0,38 Rue Saint Gervais 69008 Lyon
4119,2011.0,ancien,117.0,33.7,C,Après 2010,477.2,69008.0,12 Rue Henri Pensier 69008 Lyon
4121,2013.0,ancien,172.0,61.4,D,Après 2010,631.5,69008.0,69 Rue Pierre Delore 69008 Lyon
4122,2012.0,ancien,183.6,40.1,C,Après 2010,402.4,69008.0,69 Rue Pierre Delore 69008 Lyon
4126,1985.0,ancien,782.0,92.3,D,1981 - 1990,1310.0,69008.0,14 Rue Antoine Lumière 69008 Lyon
4130,2013.0,ancien,60.0,34.7,C,Après 2010,273.0,69008.0,42 Rue Saint Romain 69008 Lyon
4134,1963.0,ancien,662.1,61.1,D,1961 - 1970,1069.5,69008.0,13 Rue Saint Agnan 69008 Lyon
4138,2012.0,ancien,491.1,69.8,C,Après 2010,978.8,69008.0,40 Cours Albert Thomas 69008 Lyon
4139,1991.0,ancien,228.5,48.0,C,1991 - 2000,597.2,69008.0,17 Rue Saint Nestor 69008 Lyon
4141,2004.0,ancien,296.4,76.6,C,2001 - 2010,820.5,69008.0,76 Rue Saint Maurice 69008 Lyon
4142,2009.0,ancien,351.2,39.4,D,2001 - 2010,702.9,69008.0,29 Rue Edouard Nieuport 69008 Lyon
4143,2013.0,ancien,114.3,55.0,C,Après 2010,437.3,69008.0,100 Rue Maryse Bastié 69008 Lyon
4145,1966.0,ancien,510.8,66.4,C,1961 - 1970,846.2,69008.0,79 Rue Jean Sarrazin 69008 Lyon
